dis,sign,add,totalm2,zone,tradeymd,tradef,totalf,state,mainuse,mater,comy,totalbm2,room,hall,health,sep,org,tp,unitp,parkcat,parkm2,parkp,mainbm2,auxbm2,balm2,ele,建物,房地(土地+建物),房地(土地+建物)+車位,住,其他都市土地使用分區,商,住商用,住家用,其他主要用途,商業用,工業用,辦公用,磚造,鋼筋混凝土造,鋼骨造,其他車位類別,坡道平面,機械車位,無車位,tradeyr,buildyr,age,住宅大樓(11層含以上有電梯),公寓(5樓含以下無電梯),華廈(10層含以下有電梯),透天厝,year_average_cpi,year_increase_cpi,med,lat,lng,park_d,park_q,mu_d,mu_q,lib_d,lib_q,mrt_d,mrt_q,edu_d,edu_q,fire_d,fire_q,dead_d,dead_q,pol_d,pol_q,post_d,post_q,hosp_d,hosp_q,fin_d,fin_q
大安區,房地(土地+建物),臺北市大安區新生南路一段１１９巷３之３號,30.6,住,1110902,4,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,601201,94.63,3,2,2,1,0,26500000,280038,無車位,0.0,0,94.63,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,60,51,0,1,0,0,107.12,0.0,704000,25.0393692,121.5336276,1,19,1,1,1,1,1,22,1,10,1,2,1,0,1,3,1,7,1,142,1,65
北投區,房地(土地+建物),臺北市北投區湖山路一段１４號七樓之６,19.75,其他都市土地使用分區,1110916,7,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660722,88.81,3,1,2,1,1,10000000,112600,無車位,0.0,0,66.88,0.0,14.4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,66,45,0,0,1,0,107.12,0.0,526000,25.1525278,121.5473434,1,2,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0
士林區,房地(土地+建物),臺北市士林區通河西街二段１０８巷７號三樓,26.75,住,1110930,3,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641210,79.8,1,1,1,1,0,9500000,119048,無車位,0.0,0,69.63,0.0,10.17,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,64,47,0,1,0,0,107.12,0.0,527000,25.0924032,121.5078747,1,13,1,1,1,0,1,0,1,5,1,0,1,0,1,1,1,1,1,50,1,6
北投區,房地(土地+建物),臺北市北投區中山路３號二十四樓之８,24.16,其他都市土地使用分區,1110902,24,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920127,171.92000000000002,1,2,2,1,1,34900000,203001,無車位,0.0,0,91.27,0.0,30.23,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,92,19,1,0,0,0,107.12,0.0,526000,25.1372535,121.505462,1,27,1,0,1,1,1,4,1,10,1,1,1,0,1,3,1,2,1,100,1,13
北投區,房地(土地+建物),臺北市北投區承德路七段３４２巷１６號四樓,38.25,住,1110913,4,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650507,98.82,3,2,2,1,0,18500000,187209,無車位,0.0,0,98.82,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,65,46,0,1,0,0,107.12,0.0,526000,25.1175515,121.5049647,1,28,1,0,1,2,1,2,1,3,1,0,1,0,1,0,1,4,1,40,1,3
北投區,房地(土地+建物)+車位,臺北市北投區磺港路１４２號六樓之２,23.15,住,1110902,6,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080725,196.86,3,2,2,1,1,33000000,192199,坡道平面,38.17,2500000,89.84,8.82,4.76,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,108,3,1,0,0,0,107.12,0.0,526000,25.1291617,121.5028408,1,40,1,0,1,2,1,7,1,5,1,1,1,0,1,4,1,3,1,91,1,14
松山區,房地(土地+建物),臺北市松山區南京東路三段３０３巷７弄１之１號三樓,23.45,住,1110903,3,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830101,124.64,3,2,2,1,0,34000000,272786,無車位,0.0,0,111.79,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,83,28,0,0,1,0,107.12,0.0,639000,25.0527655,121.5466358,1,30,1,0,1,3,1,14,1,11,1,4,1,0,1,4,1,5,1,246,1,151
南港區,房地(土地+建物),臺北市南港區重陽路１９號十樓,10.39,住,1110919,10,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110124,52.19,1,1,1,1,1,17800000,341062,無車位,0.0,0,29.73,0.0,4.3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,111,0,1,0,0,0,107.12,0.0,517000,25.0554443,121.5955408,1,16,1,0,1,1,1,4,1,5,1,0,1,0,1,2,1,4,1,19,1,11
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路２５５巷７號十一樓,33.09,住,1110902,11,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991201,163.87,2,2,2,1,1,34000000,207482,坡道平面,47.29,0,65.27,1.87,10.09,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,99,12,1,0,0,0,107.12,0.0,517000,25.0617646,121.6143852,1,13,1,0,1,2,1,13,1,7,1,1,1,0,1,2,1,2,1,66,1,26
中山區,房地(土地+建物),臺北市中山區天祥路８０號七樓之１０,3.91,商,1110927,7,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931203,42.49,0,0,0,0,1,11400000,268298,無車位,0.0,0,24.09,0.92,4.14,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,93,18,1,0,0,0,107.12,0.0,567000,25.0639891,121.5204318,1,25,1,0,1,4,1,22,1,16,1,3,1,0,1,7,1,6,1,188,1,64
內湖區,房地(土地+建物),臺北市內湖區成功路二段３１２巷３５號二樓,33.22,住,1110914,2,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740702,103.32,3,2,2,1,0,16250000,157278,無車位,0.0,0,76.73,2.99,14.39,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,74,37,0,1,0,0,107.12,0.0,593000,25.067336,121.5889051,1,14,1,1,1,1,1,0,1,2,1,3,1,0,1,1,1,2,1,21,1,14
內湖區,房地(土地+建物),臺北市內湖區金龍路１２３號四樓,30.04,住,1110906,4,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700815,105.31,3,2,2,1,0,17250000,163802,無車位,0.0,0,91.03,0.0,14.28,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,70,41,0,1,0,0,107.12,0.0,593000,25.0858448,121.590557,1,8,1,0,1,0,1,3,1,10,1,0,1,0,1,2,1,2,1,85,1,18
內湖區,房地(土地+建物),臺北市內湖區東湖路３３巷６號二樓之１,10.8,商,1110908,2,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951027,64.11,1,2,1,1,1,16150000,251911,無車位,0.0,0,39.17,0.0,6.64,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,95,16,1,0,0,0,107.12,0.0,593000,25.0692083,121.6135025,1,19,1,0,1,1,1,5,1,6,1,1,1,0,1,3,1,2,1,83,1,13
萬華區,房地(土地+建物),臺北市萬華區長順街１４巷１弄９號四樓,20.64,住,1110918,4,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,561129,53.5,2,1,1,1,0,6350000,118692,無車位,0.0,0,46.64,0.0,6.86,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,56,55,0,1,0,0,107.12,0.0,446000,25.0313797,121.4899725,1,16,1,0,1,2,1,0,1,11,1,2,1,0,1,3,1,1,1,73,1,8
萬華區,房地(土地+建物),臺北市萬華區青年路６８巷３弄９之１號,23.6,住,1110919,1,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711027,99.26,3,2,1,1,1,19800000,199476,無車位,0.0,0,68.29,0.0,7.92,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,71,40,1,0,0,0,107.12,0.0,446000,25.0243287,121.5020766,1,9,1,0,1,6,1,0,1,11,1,2,1,0,1,4,1,4,1,195,1,15
文山區,房地(土地+建物),臺北市文山區恆光街１４巷２２號三樓,33.12,住,1110906,3,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700130,90.57,3,2,2,1,0,12950000,142983,無車位,0.0,0,78.64,0.0,11.93,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,70,41,0,1,0,0,107.12,0.0,579000,24.9826151,121.5661201,1,15,1,0,1,2,1,0,1,8,1,1,1,0,1,3,1,3,1,74,1,13
中正區,房地(土地+建物),臺北市中正區辛亥路一段８號六樓之３,15.09,其他都市土地使用分區,1110905,6,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070717,138.58,3,2,2,1,1,53800000,388223,無車位,0.0,0,96.08,5.17,10.89,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,107,4,1,0,0,0,107.12,0.0,659000,25.0184074,121.528263,1,10,1,6,1,1,1,12,1,6,1,0,1,0,1,2,1,5,1,126,1,26
文山區,房地(土地+建物),臺北市文山區和興路３４號五樓,42.0,住,1110912,5,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830101,139.72,4,2,2,1,0,15400000,110220,無車位,0.0,0,123.89,0.0,15.83,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,83,28,0,1,0,0,107.12,0.0,579000,24.9849559,121.546904,1,7,1,0,1,2,1,6,1,5,1,2,1,0,1,1,1,2,1,27,1,10
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段２０３巷１３２號六樓,31.8,住,1110903,6,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860623,132.68,3,2,2,1,1,21690000,198210,坡道平面,34.35,2200000,67.59,0.0,8.68,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,86,25,1,0,0,0,107.12,0.0,579000,25.0030687,121.5475594,1,19,1,0,1,1,1,5,1,8,1,0,1,0,1,2,1,2,1,94,1,9
文山區,房地(土地+建物),臺北市文山區木柵路四段１４１號十二樓之５,28.09,住,1110910,12,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,91.32,2,2,1,1,1,21000000,229961,無車位,0.0,0,57.43,1.87,5.71,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,100,11,1,0,0,0,107.12,0.0,579000,24.9982015,121.5742202,1,20,1,1,1,1,1,4,1,7,1,0,1,0,1,1,1,1,1,9,1,1
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路二段５６號十樓之７,3.27,商,1110903,10,15,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,911125,36.65,1,0,1,1,1,14280000,389632,其他車位類別,0.0,0,18.12,0.0,3.03,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,111,91,20,1,0,0,0,107.12,0.0,659000,25.027762,121.5216211,1,12,1,3,1,2,1,22,1,7,1,1,1,0,1,5,1,7,1,215,1,54
文山區,房地(土地+建物),臺北市文山區興隆路二段２０３巷９８號五樓,19.69,住,1110916,5,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860623,83.27,2,2,1,1,1,16500000,198151,無車位,0.0,0,55.81,2.0,7.93,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,86,25,1,0,0,0,107.12,0.0,579000,25.003142,121.5468049,1,19,1,0,1,1,1,4,1,9,1,0,1,0,1,2,1,2,1,96,1,8
內湖區,房地(土地+建物),臺北市內湖區康寧路一段６９號五樓,30.51,住,1110904,5,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691203,100.54,3,2,2,1,0,14500000,144221,無車位,0.0,0,94.27,0.0,6.27,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,69,42,0,1,0,0,107.12,0.0,593000,25.0801501,121.5925191,1,15,1,0,1,0,1,4,1,11,1,0,1,0,1,3,1,3,1,97,1,19
萬華區,房地(土地+建物),臺北市萬華區康定路１０５號二十四樓之１１,3.53,商,1110914,24,26,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050331,52.1,0,1,1,1,1,10500000,201497,無車位,0.0,0,28.89,1.66,3.85,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,111,105,6,1,0,0,0,107.12,0.0,446000,25.03923,121.502326,1,18,1,0,1,4,1,12,1,9,1,1,1,0,1,9,1,10,1,132,1,35
大同區,房地(土地+建物)+車位,臺北市大同區民權西路２３７之８號十七樓之２,17.56,其他都市土地使用分區,1110908,17,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,224.97,4,2,2,1,1,45900000,233811,坡道平面,39.35,2500000,116.92,0.0,13.24,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,108,3,1,0,0,0,107.12,0.0,484000,25.0631256,121.5117242,1,16,1,0,1,3,1,14,1,14,1,2,1,0,1,5,1,5,1,119,1,38
內湖區,房地(土地+建物),臺北市內湖區民權東路六段１５０之１號九樓之６,3.99,商,1110918,9,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980106,48.61,1,1,1,1,1,11380000,234108,無車位,0.0,0,25.38,0.81,3.71,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,98,13,1,0,0,0,107.12,0.0,593000,25.0683745,121.5903123,1,16,1,1,1,1,1,0,1,5,1,3,1,0,1,1,1,2,1,19,1,9
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷１５弄３０號五樓之３,9.13,住,1110903,5,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,941123,93.06,2,1,1,1,1,12600000,214301,坡道平面,45.93,2500000,26.41,1.33,3.08,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,111,94,17,1,0,0,0,107.12,0.0,593000,25.0726931,121.6184571,1,15,1,0,1,1,1,3,1,5,1,1,1,0,1,2,1,1,1,70,1,5
內湖區,房地(土地+建物),臺北市內湖區江南街７１巷１６弄５８號二樓,29.78,住,1110926,2,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700420,99.58,3,2,2,1,0,17500000,175738,無車位,0.0,0,89.47,0.0,10.11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,70,41,0,1,0,0,107.12,0.0,593000,25.0758435,121.5781428,1,17,1,0,1,1,1,4,1,6,1,0,1,0,1,2,1,2,1,81,1,39
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１８０巷７７弄１１號二樓,66.31,住,1110916,2,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020725,146.34,3,2,2,1,0,33000000,225502,機械車位,0.0,0,80.58,0.0,7.87,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,102,9,0,0,1,0,107.12,0.0,593000,25.0661889,121.5933368,1,14,1,1,1,1,1,0,1,2,1,3,1,0,1,1,1,2,1,17,1,8
信義區,房地(土地+建物),臺北市信義區光復南路５２１號十樓之７,3.46,商,1110909,10,13,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,891124,40.24,0,0,0,0,1,12500000,310636,無車位,0.0,0,22.71,0.0,6.13,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,111,89,22,1,0,0,0,107.12,0.0,550000,25.0319653,121.5578319,1,24,1,1,1,2,1,11,1,9,1,4,1,0,1,5,1,5,1,232,1,114
士林區,房地(土地+建物)+車位,臺北市士林區大南路３２５號八樓之１,18.5,其他都市土地使用分區,1110905,8,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,961205,143.44,0,0,0,0,1,21500000,187037,坡道平面,43.46,2800000,71.92,1.69,6.85,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,111,96,15,1,0,0,0,107.12,0.0,527000,25.0888731,121.5177273,1,21,1,2,1,2,1,4,1,10,1,1,1,0,1,3,1,3,1,148,1,33
松山區,房地(土地+建物),臺北市松山區敦化北路４巷３１號四樓之４,12.29,住,1110921,4,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,590728,51.13,1,1,1,1,1,12000000,234696,無車位,0.0,0,47.76,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,59,52,0,0,1,0,107.12,0.0,639000,25.0500981,121.5455589,1,29,1,0,1,4,1,19,1,10,1,2,1,0,1,4,1,5,1,242,1,143
信義區,房地(土地+建物),臺北市信義區松勤街９號十六樓之７,6.47,其他都市土地使用分區,1110919,16,19,住宅大樓(11層含以上有電梯),住家用,鋼骨造,961225,51.93,1,1,1,1,1,21990000,423455,無車位,0.0,0,30.68,0.5,3.57,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,111,96,15,1,0,0,0,107.12,0.0,550000,25.0323224,121.5611501,1,27,1,1,1,2,1,14,1,8,1,4,1,0,1,5,1,7,1,179,1,102
士林區,房地(土地+建物),臺北市士林區天母北路１３號二樓,24.38,住,1110912,2,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660611,134.91,3,2,2,1,0,25880000,191832,無車位,0.0,0,104.06,0.0,21.5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,66,45,0,0,1,0,107.12,0.0,527000,25.1194127,121.5264511,1,30,1,0,1,3,1,0,1,8,1,3,1,0,1,2,1,3,1,141,1,19
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４６號十樓之３,24.35,住,1110912,10,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,166.92,3,2,2,1,1,33400000,248752,坡道平面,44.71,3000000,70.92,0.0,7.65,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,110,1,1,0,0,0,107.12,0.0,526000,25.1178483,121.5090601,1,29,1,0,1,3,1,4,1,3,1,2,1,0,1,2,1,5,1,87,1,11
士林區,房地(土地+建物)+車位,臺北市士林區芝玉路一段２２２號六樓,37.01,住,1110912,6,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971112,198.23,3,2,2,1,1,42800000,234417,機械車位,30.58,3500000,94.97,4.46,10.34,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,97,14,1,0,0,0,107.12,0.0,527000,25.1088716,121.5338941,1,13,1,0,1,0,1,0,1,7,1,1,1,0,1,2,1,4,1,109,1,20
北投區,房地(土地+建物),臺北市北投區新民路５３之１號八樓之６,4.8,住,1110918,8,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970221,23.94,1,1,1,1,1,4400000,183793,無車位,0.0,0,13.08,2.45,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,97,14,0,0,1,0,107.12,0.0,526000,25.1401413,121.5105407,1,16,1,0,1,1,1,2,1,7,1,1,1,0,1,1,1,1,1,18,1,2
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段３１５巷３４弄７號六樓之１,49.28,住,1110917,6,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040804,263.8,3,2,2,1,1,46600000,220316,坡道平面,74.98,5000000,112.73,11.35,8.2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,104,7,1,0,0,0,107.12,0.0,526000,25.1237792,121.5226548,1,16,1,0,1,1,1,0,1,1,1,2,1,0,1,1,1,3,1,80,1,13
大安區,房地(土地+建物),臺北市大安區信義路三段９９巷２６號,13.61,其他都市土地使用分區,1110916,1,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750520,96.07,3,2,2,1,1,30800000,320633,無車位,0.0,0,70.95,10.29,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,75,36,1,0,0,0,107.12,0.0,704000,25.0350425,121.5388794,1,23,1,0,1,2,1,24,1,13,1,0,1,0,1,4,1,4,1,231,1,60
大安區,房地(土地+建物)+車位,臺北市大安區復興南路一段１２８號七樓之３,6.37,其他都市土地使用分區,1110929,7,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950424,54.8,1,0,1,1,1,17360000,363081,機械車位,12.22,1900000,24.84,0.0,1.97,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,95,16,0,0,1,0,107.12,0.0,704000,25.0429694,121.5433638,1,22,1,0,1,2,1,19,1,13,1,2,1,0,1,2,1,5,1,222,1,85
大安區,房地(土地+建物),臺北市大安區建國南路一段２９１巷１３號五樓,1.31,住,1110915,5,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760216,44.74,3,2,2,1,0,2500000,55878,無車位,0.0,0,38.55,0.65,5.54,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,76,35,1,0,0,0,107.12,0.0,704000,25.0358269,121.5388817,1,25,1,0,1,2,1,26,1,12,1,0,1,0,1,4,1,4,1,225,1,61
大安區,房地(土地+建物),臺北市大安區和平東路二段１１８巷５４弄１７之２號,31.5,住,1110903,3,4,公寓(5樓含以下無電梯),住家用,磚造,830101,93.38,3,2,2,1,0,22600000,242022,無車位,0.0,0,93.38,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,111,83,28,0,1,0,0,107.12,0.0,704000,25.0220459,121.5420815,1,17,1,9,1,3,1,1,1,12,1,2,1,0,1,0,1,3,1,147,1,29
大安區,房地(土地+建物),臺北市大安區復興南路二段９０巷１２號三樓,9.27,住,1110906,3,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970125,45.94,1,1,1,1,1,16000000,348280,無車位,0.0,0,26.13,2.0,2.86,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,97,14,1,0,0,0,107.12,0.0,704000,25.0301964,121.5424279,1,23,1,1,1,3,1,13,1,15,1,2,1,0,1,2,1,3,1,263,1,79
大安區,房地(土地+建物),臺北市大安區羅斯福路三段２７７之１０號,25.57,商,1110907,8,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,830101,209.93,3,1,2,1,1,53600000,255323,無車位,0.0,0,209.93,0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,111,83,28,0,0,1,0,107.12,0.0,704000,25.018236,121.531117,1,12,1,9,1,1,1,9,1,7,1,1,1,0,1,2,1,6,1,125,1,25
大安區,房地(土地+建物),臺北市大安區仁愛路四段１１０號十樓之４,10.63,住,1110921,10,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,620813,99.74,3,2,2,1,1,37720000,378183,無車位,0.0,0,74.26,0.0,8.7,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,62,49,1,0,0,0,107.12,0.0,704000,25.037092,121.549529,1,20,1,0,1,2,1,29,1,14,1,1,1,0,1,3,1,5,1,351,1,128
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段６０巷１２弄７１號六樓之１,34.42,住,1110929,6,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810623,193.62,3,2,2,1,1,27600000,142547,機械車位,0.0,0,132.18,1.1,13.49,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,81,30,1,0,0,0,107.12,0.0,593000,25.0890964,121.591778,1,7,1,0,1,0,1,2,1,6,1,0,1,0,1,1,1,2,1,80,1,17
中山區,房地(土地+建物),臺北市中山區林森北路１４５巷２４號二樓,29.33,商,1110926,2,3,公寓(5樓含以下無電梯),住家用,磚造,830101,78.4,0,0,0,0,0,13200000,168367,無車位,0.0,0,78.4,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,111,83,28,0,1,0,0,107.12,0.0,567000,25.0512214,121.526051,1,21,1,1,1,1,1,26,1,6,1,4,1,0,1,7,1,10,1,211,1,118
北投區,房地(土地+建物),臺北市北投區溫泉路１４９之７號四樓,46.75,其他都市土地使用分區,1110926,4,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640916,127.73,2,2,2,1,0,10880000,85180,無車位,0.0,0,127.73,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,64,47,0,1,0,0,107.12,0.0,526000,25.140386,121.5133874,1,10,1,0,1,1,1,0,1,5,1,0,1,0,1,1,1,0,1,2,1,0
大安區,房地(土地+建物),臺北市大安區信義路四段２６５巷３１弄７號七樓之１,12.41,住,1110906,7,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670715,64.83,3,2,1,1,1,21050000,324695,無車位,0.0,0,53.26,0.0,4.2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,67,44,0,0,1,0,107.12,0.0,704000,25.034513,121.5555097,1,21,1,1,1,2,1,23,1,11,1,1,1,0,1,2,1,7,1,296,1,133
大安區,房地(土地+建物),臺北市大安區忠孝東路四段２０９號五樓之２,7.81,商,1110912,5,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,731116,81.53,2,1,1,1,1,25000000,306636,無車位,0.0,0,63.11,0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,111,73,38,1,0,0,0,107.12,0.0,704000,25.0417422,121.5520304,1,19,1,1,1,3,1,24,1,8,1,3,1,0,1,2,1,4,1,316,1,108
大安區,房地(土地+建物),臺北市大安區大安路一段５１巷５０號四樓之１,6.45,商,1110924,4,6,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,930311,35.05,2,1,2,1,0,13960000,398288,無車位,0.0,0,14.51,0.0,4.46,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,111,93,18,0,0,1,0,107.12,0.0,704000,25.0429925,121.5480109,1,21,1,0,1,2,1,16,1,10,1,2,1,0,1,2,1,5,1,308,1,111
松山區,房地(土地+建物),臺北市松山區寶清街３４號七樓,19.23,住,1110920,7,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730620,132.63,2,2,2,1,0,26500000,199804,無車位,0.0,0,81.65,28.65,10.92,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,73,38,0,0,1,0,107.12,0.0,639000,25.0526985,121.5677319,1,22,1,1,1,2,1,6,1,8,1,3,1,0,1,2,1,4,1,158,1,40
信義區,房地(土地+建物),臺北市信義區基隆路二段８３號六樓,11.14,商,1110922,6,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740829,112.46,3,2,1,1,1,25300000,224969,無車位,0.0,0,79.89,0.0,11.4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,74,37,1,0,0,0,107.12,0.0,550000,25.0300709,121.5579706,1,24,1,0,1,2,1,12,1,8,1,4,1,0,1,3,1,5,1,250,1,107
松山區,房地(土地+建物),臺北市松山區敦化北路１４５巷２３弄３號二樓之２,16.59,住,1110912,2,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100315,71.91,1,1,1,1,1,29000000,403282,無車位,0.0,0,34.6,0.0,3.76,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,110,1,0,0,1,0,107.12,0.0,639000,25.0533503,121.5502681,1,30,1,0,1,3,1,13,1,9,1,2,1,0,1,4,1,6,1,245,1,131
