dis,sign,add,totalm2,zone,tradeymd,tradef,totalf,state,mainuse,mater,comy,totalbm2,room,hall,health,sep,org,tp,unitp,parkcat,parkm2,parkp,mainbm2,auxbm2,balm2,ele,建物,房地(土地+建物),房地(土地+建物)+車位,住,其他都市土地使用分區,商,住商用,住家用,其他主要用途,商業用,工業用,辦公用,磚造,鋼筋混凝土造,鋼骨造,其他車位類別,坡道平面,機械車位,無車位,tradeyr,buildyr,age,住宅大樓(11層含以上有電梯),公寓(5樓含以下無電梯),華廈(10層含以下有電梯),透天厝,year_average_cpi,year_increase_cpi,med,lat,lng,park_d,park_q,mu_d,mu_q,lib_d,lib_q,mrt_d,mrt_q,edu_d,edu_q,fire_d,fire_q,dead_d,dead_q,pol_d,pol_q,post_d,post_q,hosp_d,hosp_q,fin_d,fin_q
信義區,房地(土地+建物),臺北市信義區信義路四段４０７號四樓之２,7.26,商,1110827,4,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,671226,72.07000000000001,2,1,1,1,1,18680000,259192,無車位,0.0,0,57.78,0.0,4.07,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,111,67,44,1,0,0,0,107.12,0.0,550000,25.0333083,121.5588881,1,23,1,1,1,2,1,16,1,9,1,4,1,0,1,5,1,6,1,216,1,115
信義區,房地(土地+建物),臺北市信義區松山路６５６巷２５號三樓,42.69,住,1110831,3,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,651209,96.25,2,2,1,1,0,11000000,114286,無車位,0.0,0,51.45,0.0,6.9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,65,46,0,1,0,0,107.12,0.0,550000,25.0309639,121.577976,1,19,1,0,1,1,1,3,1,4,1,0,1,0,1,3,1,1,1,68,1,14
士林區,房地(土地+建物)+車位,臺北市士林區承德路四段２１２號三樓,50.17,其他都市土地使用分區,1110822,3,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,850809,244.71,4,2,2,1,1,40800000,189898,機械車位,40.39,2000000,122.63,0.0,17.22,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,111,85,26,0,0,1,0,107.12,0.0,527000,25.0880214,121.5217468,1,17,1,1,1,2,1,5,1,11,1,3,1,0,1,3,1,4,1,124,1,29
士林區,房地(土地+建物),臺北市士林區天母西路５９之１號六樓,28.61,商,1110830,6,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690207,123.23,2,2,2,1,1,25680000,208391,無車位,0.0,0,94.11,0.0,14.65,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,69,42,0,0,1,0,107.12,0.0,527000,25.11871,121.529558,1,30,1,0,1,2,1,0,1,11,1,1,1,0,1,1,1,3,1,133,1,20
北投區,房地(土地+建物),臺北市北投區行義路１２８號三樓,24.36,住,1110831,3,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701005,147.19,3,2,2,1,1,15500000,105306,無車位,0.0,0,109.06,0.0,19.89,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,70,41,0,0,1,0,107.12,0.0,526000,25.128895,121.5286131,1,12,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,24,1,2
大安區,房地(土地+建物),臺北市大安區和平東路二段１１８巷５２弄８號,31.0,其他都市土地使用分區,1110829,1,4,公寓(5樓含以下無電梯),住家用,磚造,830101,81.62,3,2,1,1,0,30680000,375888,無車位,0.0,0,81.62,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,111,83,28,0,1,0,0,107.12,0.0,704000,25.0222632,121.5424211,1,18,1,9,1,3,1,1,1,11,1,2,1,0,1,0,1,3,1,163,1,31
大安區,房地(土地+建物),臺北市大安區泰順街１６巷７號三樓,32.3,住,1110822,3,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,761009,131.41,3,2,2,1,0,34380000,261624,無車位,0.0,0,97.87,0.0,9.88,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,76,35,0,1,0,0,107.12,0.0,704000,25.025553,121.531051,1,18,1,3,1,3,1,25,1,9,1,1,1,0,1,1,1,5,1,220,1,49
文山區,房地(土地+建物),臺北市文山區景華街１２１巷１２弄９號四樓,36.86,住,1110826,4,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630109,88.53,3,1,1,1,0,12500000,141195,無車位,0.0,0,88.53,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,63,48,0,1,0,0,107.12,0.0,579000,24.9970439,121.5466075,1,21,1,0,1,2,1,6,1,10,1,1,1,0,1,3,1,3,1,124,1,19
文山區,房地(土地+建物),臺北市文山區和興路２８巷１１號四樓,48.49,住,1110822,4,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790105,136.15,3,2,2,1,0,12000000,88138,無車位,0.0,0,104.47,0.0,23.35,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,79,32,0,0,1,0,107.12,0.0,579000,24.9846756,121.546349,1,7,1,0,1,2,1,6,1,5,1,1,1,0,1,1,1,2,1,29,1,10
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路１６８號五樓之３,56.29,其他都市土地使用分區,1110811,5,9,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,910619,373.91,0,0,0,0,1,53795000,172951,坡道平面,94.56,5481000,212.31,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,111,91,20,0,0,1,0,107.12,0.0,593000,25.073911,121.578651,1,14,1,0,1,1,1,4,1,6,1,0,1,0,1,2,1,2,1,79,1,32
大安區,房地(土地+建物),臺北市大安區忠孝東路四段２３３號十樓之１５,4.14,商,1110830,10,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711215,38.97,0,1,1,1,1,11300000,289967,無車位,0.0,0,28.2,0.0,3.12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,71,40,1,0,0,0,107.12,0.0,704000,25.0416805,121.5534662,1,16,1,1,1,2,1,22,1,8,1,1,1,0,1,2,1,5,1,297,1,103
松山區,房地(土地+建物),臺北市松山區南京東路五段２５０巷２弄２１號四樓,41.5,商,1110822,4,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,630320,118.23,3,2,2,1,0,24500000,207223,無車位,0.0,0,118.23,0.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,63,48,0,0,1,0,107.12,0.0,639000,25.0508053,121.567373,1,23,1,1,1,1,1,6,1,9,1,3,1,0,1,0,1,4,1,172,1,45
大同區,房地(土地+建物)+車位,臺北市大同區承德路三段１５９巷２０號,26.79,其他都市土地使用分區,1110810,1,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870316,115.89,0,0,0,0,1,20250000,191015,機械車位,17.73,1500000,65.47,0.0,8.65,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,87,24,0,0,1,0,107.12,0.0,484000,25.0680225,121.5193556,1,24,1,1,1,3,1,20,1,15,1,3,1,0,1,3,1,4,1,132,1,44
大同區,房地(土地+建物),臺北市大同區民權西路１３６號六樓之１０,7.94,商,1110830,6,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,790323,86.91,2,2,1,1,1,15280000,175814,無車位,0.0,0,48.72,2.81,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,111,79,32,1,0,0,0,107.12,0.0,484000,25.0627354,121.5164841,1,23,1,0,1,3,1,19,1,17,1,4,1,0,1,6,1,7,1,201,1,65
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段２５２巷２號,42.12,住,1110826,1,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820730,168.7,3,2,2,1,1,38000000,225252,坡道平面,0.0,2800000,103.3,11.48,0.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,82,29,0,0,1,0,107.12,0.0,527000,25.1094878,121.5258593,1,28,1,0,1,1,1,5,1,10,1,0,1,0,1,1,1,5,1,157,1,28
松山區,房地(土地+建物),臺北市松山區光復北路１９０巷１６號七樓,44.81,住,1110831,7,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860718,209.65,4,2,2,1,1,43880000,209301,無車位,0.0,0,112.21,2.95,12.88,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,86,25,1,0,0,0,107.12,0.0,639000,25.0544134,121.5553612,1,30,1,1,1,3,1,9,1,11,1,0,1,0,1,5,1,4,1,200,1,81
信義區,房地(土地+建物),臺北市信義區吳興街３９４巷１６號六樓,23.13,住,1110827,6,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810324,74.71,2,2,1,1,0,15500000,207469,無車位,0.0,0,56.38,4.83,3.37,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,81,30,0,0,1,0,107.12,0.0,550000,25.0246435,121.5665529,1,20,1,0,1,2,1,5,1,5,1,3,1,0,1,3,1,1,1,74,1,13
內湖區,房地(土地+建物),臺北市內湖區康樂街７２巷１７弄８５號二樓,30.65,住,1110801,2,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730727,93.58,5,2,4,1,0,12500000,133576,無車位,0.0,0,83.44,0.0,10.14,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,73,38,0,1,0,0,107.12,0.0,593000,25.071149,121.616994,1,19,1,0,1,1,1,4,1,6,1,1,1,0,1,2,1,2,1,76,1,5
內湖區,房地(土地+建物),臺北市內湖區東湖路１１３巷８６號四樓,26.1,住,1110823,4,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820717,84.39999999999999,2,1,1,1,1,15800000,187204,無車位,0.0,0,60.52,0.59,6.3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,82,29,0,0,1,0,107.12,0.0,593000,25.0718267,121.6159177,1,17,1,0,1,1,1,5,1,6,1,1,1,0,1,2,1,2,1,80,1,11
文山區,房地(土地+建物),臺北市文山區試院路１４４巷４弄３２號四樓,5.23,住,1110808,4,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840303,15.28,1,1,1,1,1,1980000,129581,無車位,0.0,0,8.42,0.37,1.25,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,84,27,0,0,1,0,107.12,0.0,579000,24.9905229,121.5480988,1,12,1,0,1,2,1,4,1,9,1,1,1,0,1,3,1,3,1,76,1,15
文山區,建物,臺北市文山區萬寧街１４７號十二樓,0.0,其他都市土地使用分區,1110821,12,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861030,153.73000000000002,3,2,2,1,1,9000000,58544,無車位,0.0,0,87.24,0.0,12.54,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,86,25,1,0,0,0,107.12,0.0,579000,25.0035286,121.571018,1,21,1,0,1,1,1,2,1,3,1,1,1,0,1,1,1,1,1,9,1,0
文山區,房地(土地+建物),臺北市文山區久康街１１１號,31.25,住,1110821,1,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830101,88.97,3,2,2,1,0,19200000,215803,無車位,0.0,0,77.52,11.45,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,83,28,0,1,0,0,107.12,0.0,579000,24.9898467,121.565959,1,20,1,0,1,2,1,0,1,10,1,1,1,0,1,3,1,2,1,62,1,12
文山區,房地(土地+建物),臺北市文山區溪口街１巷１４號三樓,16.4,商,1110826,3,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701218,58.93,2,1,1,1,0,8800000,149330,無車位,0.0,0,53.87,0.0,5.06,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,111,70,41,0,1,0,0,107.12,0.0,579000,24.994132,121.5405085,1,15,1,0,1,1,1,7,1,11,1,1,1,0,1,2,1,2,1,97,1,18
文山區,房地(土地+建物),臺北市文山區木柵路四段３３巷５號四樓,29.57,住,1110829,4,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971208,120.61,3,2,2,1,1,20800000,172457,無車位,0.0,0,66.71,8.46,12.37,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,97,14,0,0,1,0,107.12,0.0,579000,24.9941813,121.5710196,1,20,1,0,1,3,1,3,1,8,1,1,1,0,1,3,1,3,1,29,1,9
文山區,房地(土地+建物)+車位,臺北市文山區富山路１８號,50.53,住,1110831,1,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,811021,169.96,4,2,2,1,0,24600000,144740,坡道平面,0.0,0,113.98,15.04,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,81,30,0,1,0,0,107.12,0.0,579000,24.9893381,121.5540702,1,16,1,0,1,2,1,0,1,9,1,1,1,0,1,3,1,1,1,33,1,2
萬華區,房地(土地+建物),臺北市萬華區環河南路三段１９號二樓,28.25,住,1110818,2,4,公寓(5樓含以下無電梯),住家用,磚造,590730,89.92,3,1,1,1,0,8600000,95641,無車位,0.0,0,89.92,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,111,59,52,0,1,0,0,107.12,0.0,446000,25.027017,121.4898184,1,13,1,0,1,2,1,0,1,11,1,2,1,0,1,3,1,2,1,75,1,9
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段２８０巷１５５弄２１３號三樓之３０,29.9,住,1110823,2,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860710,120.66,3,2,2,1,1,21200000,175700,坡道平面,0.0,2500000,50.39,1.55,6.38,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,86,25,1,0,0,0,107.12,0.0,593000,25.0684869,121.6098091,1,16,1,0,1,1,1,5,1,5,1,1,1,0,1,3,1,2,1,85,1,13
南港區,房地(土地+建物),臺北市南港區成福路２０７巷３號二樓,31.09,住,1110818,2,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671104,93.51,3,2,2,1,0,15300000,163619,無車位,0.0,0,84.85,0.0,8.66,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,67,44,0,1,0,0,107.12,0.0,517000,25.0401912,121.5891735,1,15,1,0,1,1,1,4,1,7,1,1,1,0,1,1,1,3,1,72,1,10
士林區,房地(土地+建物),臺北市士林區前街１３０號五樓,29.24,住,1110808,5,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700831,103.47,3,2,2,1,0,14800000,143037,無車位,0.0,0,89.83,0.0,12.67,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,70,41,0,1,0,0,107.12,0.0,527000,25.0992321,121.5257389,1,26,1,3,1,2,1,4,1,6,1,0,1,0,1,3,1,3,1,121,1,34
士林區,房地(土地+建物)+車位,臺北市士林區社子街８６號八樓之１,17.73,住,1110829,8,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971016,99.68,2,1,1,1,1,15200000,152488,機械車位,21.14,0,43.48,4.86,3.28,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,97,14,0,0,1,0,107.12,0.0,527000,25.0874207,121.5060844,1,10,1,0,1,1,1,0,1,2,1,0,1,0,1,1,1,2,1,66,1,6
士林區,房地(土地+建物),臺北市士林區忠誠路一段１６巷２３號五樓之２,12.07,住,1110831,5,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840921,40.46,1,1,1,1,1,11300000,279288,無車位,0.0,0,23.53,1.2,3.56,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,84,27,0,0,1,0,107.12,0.0,527000,25.1057962,121.5254603,1,29,1,1,1,1,1,5,1,13,1,0,1,0,1,1,1,5,1,141,1,27
大安區,房地(土地+建物)+車位,臺北市大安區大安路二段８０號八樓,26.49,住,1110812,8,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100831,195.5,3,2,2,1,1,81000000,477518,坡道平面,34.03,3900000,88.38,9.84,9.24,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,110,1,1,0,0,0,107.12,0.0,704000,25.031634,121.5457716,1,25,1,1,1,2,1,13,1,17,1,3,1,0,1,3,1,4,1,295,1,96
萬華區,房地(土地+建物),臺北市萬華區寶興街１６２號三樓,19.8,住,1110815,3,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660728,78.44,3,2,1,1,0,10300000,131311,無車位,0.0,0,67.4,0.0,11.04,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,66,45,0,1,0,0,107.12,0.0,446000,25.024237,121.4950362,1,7,1,0,1,3,1,0,1,13,1,2,1,0,1,3,1,2,1,147,1,13
大同區,房地(土地+建物),臺北市大同區重慶北路三段１３６巷１號,28.5,其他都市土地使用分區,1110816,2,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830101,83.7,2,1,1,1,0,12500000,149343,無車位,0.0,0,83.7,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,83,28,0,1,0,0,107.12,0.0,484000,25.0677887,121.5132883,1,17,1,0,1,3,1,16,1,12,1,3,1,0,1,6,1,4,1,98,1,28
大安區,房地(土地+建物),臺北市大安區新生南路一段１４３巷６號三樓,59.67,住,1110823,3,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830101,165.55,4,2,2,1,0,39500000,238599,無車位,0.0,0,165.55,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,83,28,0,1,0,0,107.12,0.0,704000,25.0360907,121.5333181,1,17,1,1,1,3,1,24,1,12,1,1,1,0,1,2,1,6,1,146,1,58
大安區,房地(土地+建物),臺北市大安區建國南路一段２９１巷３０號五樓,23.46,住,1110805,5,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760226,105.61,3,2,2,1,1,12000000,113626,無車位,0.0,0,92.14,1.8,11.67,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,76,35,0,0,1,0,107.12,0.0,704000,25.0355423,121.5393666,1,25,1,0,1,2,1,24,1,15,1,0,1,0,1,4,1,4,1,228,1,64
士林區,房地(土地+建物),臺北市士林區忠誠路二段７０巷１６號五樓,35.2,住,1110828,5,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670720,129.24,4,2,2,1,0,24050000,186088,無車位,0.0,0,121.36,0.0,7.88,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,67,44,0,1,0,0,107.12,0.0,527000,25.1115614,121.5299244,1,25,1,0,1,1,1,0,1,13,1,1,1,0,1,1,1,4,1,154,1,33
士林區,房地(土地+建物),臺北市士林區承德路四段１２巷３７號四樓,38.75,住,1110828,4,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620516,110.13,3,2,1,1,0,17880000,162354,無車位,0.0,0,98.02,0.0,12.11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,62,49,0,1,0,0,107.12,0.0,527000,25.0807496,121.5202875,1,20,1,0,1,3,1,4,1,9,1,2,1,0,1,3,1,3,1,59,1,13
北投區,房地(土地+建物),臺北市北投區同德街２號二樓之１０,11.31,住,1110820,2,15,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,940923,46.94,2,2,2,1,1,13000000,276949,無車位,0.0,0,25.96,0.92,2.7,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,111,94,17,1,0,0,0,107.12,0.0,526000,25.1248554,121.5270679,1,19,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,80,1,12
士林區,房地(土地+建物),臺北市士林區中正路４９７號十二樓,18.2,住,1110821,12,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,751224,142.97,3,2,2,1,1,27130000,189760,無車位,0.0,0,105.3,0.0,18.43,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,75,36,1,0,0,0,107.12,0.0,527000,25.09177,121.518415,1,21,1,2,1,2,1,2,1,10,1,3,1,0,1,3,1,3,1,120,1,26
中山區,房地(土地+建物),臺北市中山區新生北路三段８７巷１３號三樓,14.01,住,1110822,3,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090724,71.25999999999999,2,1,1,1,1,15800000,221723,無車位,0.0,0,27.96,6.76,3.15,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,109,2,0,0,1,0,107.12,0.0,567000,25.0674231,121.528483,1,18,1,1,1,2,1,11,1,3,1,2,1,1,1,3,1,3,1,111,1,31
大安區,房地(土地+建物),臺北市大安區仁愛路四段６２號五樓之２,6.13,住,1110730,5,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,661212,63.53,2,2,1,1,1,20300000,319534,無車位,0.0,0,47.22,0.0,2.59,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,111,66,45,1,0,0,0,107.12,0.0,704000,25.0375991,121.5476356,1,22,1,0,1,2,1,26,1,15,1,1,1,0,1,3,1,4,1,334,1,124
信義區,房地(土地+建物),臺北市信義區基隆路二段７９巷３３弄７號四樓,24.8,住,1110722,4,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780620,113.68,3,2,2,1,0,17800000,156580,無車位,0.0,0,88.88,2.84,13.53,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,78,33,0,0,1,0,107.12,0.0,550000,25.0298644,121.5598478,1,25,1,0,1,2,1,12,1,9,1,4,1,0,1,5,1,7,1,200,1,75
中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號十三樓之３,8.2,商,1110701,13,24,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,137.83,2,2,1,1,1,59500000,431691,機械車位,0.0,2000000,76.76,0.0,0.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,111,110,1,1,0,0,0,107.12,0.0,567000,25.0514979,121.5327713,1,29,1,0,1,0,1,15,1,11,1,2,1,0,1,2,1,4,1,174,1,122
中山區,房地(土地+建物),北安路６２１巷６弄８號二樓之２,25.81,住,1110717,2,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,651204,89.13,3,2,2,1,0,18400000,206440,無車位,0.0,0,72.44,0.0,16.69,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,65,46,0,1,0,0,107.12,0.0,567000,25.0826205,121.5484697,1,28,1,0,1,1,1,6,1,6,1,1,1,0,1,1,1,4,1,47,1,18
中山區,房地(土地+建物),臺北市中山區南京東路二段１１號七樓,61.25,商,1110705,7,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,620613,489.22,14,1,2,1,1,108800000,222395,無車位,0.0,0,489.22,0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,111,62,49,1,0,0,0,107.12,0.0,567000,25.0523055,121.5284519,1,23,1,1,1,1,1,24,1,8,1,5,1,0,1,6,1,7,1,202,1,130
萬華區,房地(土地+建物),臺北市萬華區中華路二段３６４巷１弄４號六樓,36.63,住,1110725,6,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800227,134.32,3,2,2,1,1,25500000,189845,無車位,0.0,0,95.81,0.7,10.73,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,80,31,0,0,1,0,107.12,0.0,446000,25.0286514,121.5046543,1,10,1,4,1,6,1,5,1,17,1,4,1,0,1,8,1,6,1,174,1,19
中正區,房地(土地+建物)+車位,臺北市中正區忠孝東路一段４５號四樓之７,4.52,商,1110727,4,14,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,960511,50.150000000000006,0,0,1,1,1,13000000,259222,其他車位類別,0.0,1800000,25.92,1.13,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,111,96,15,1,0,0,0,107.12,0.0,659000,25.0444082,121.5259132,1,17,1,4,1,2,1,22,1,8,1,3,1,0,1,7,1,12,1,123,1,60
松山區,房地(土地+建物),臺北市松山區八德路四段６５０號十二樓之２,3.69,商,1110724,12,13,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,951110,33.86,1,1,1,1,1,12560000,370939,無車位,0.0,0,19.07,0.81,2.62,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,111,95,16,1,0,0,0,107.12,0.0,639000,25.0498335,121.5749428,1,29,1,0,1,2,1,11,1,4,1,1,1,0,1,3,1,5,1,155,1,37
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段１５巷６號五樓,39.09,住,1110728,5,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001014,241.25,3,2,2,1,1,43620000,180808,機械車位,0.0,0,93.82,6.75,10.43,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,100,11,0,0,1,0,107.12,0.0,567000,25.0531367,121.5283264,1,24,1,1,1,1,1,20,1,9,1,4,1,0,1,5,1,6,1,219,1,129
內湖區,房地(土地+建物)+車位,臺北市內湖區大湖山莊街６３巷９號二樓,96.16,住,1110722,2,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000509,284.18,4,2,3,1,1,58500000,205855,坡道平面,46.79,0,118.75,19.34,6.18,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,100,11,0,0,1,0,107.12,0.0,593000,25.0865359,121.6035837,1,13,1,0,1,0,1,4,1,1,1,1,1,0,1,2,1,1,1,21,1,3
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１８６巷３４之１號十一樓,26.62,住,1110730,11,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951120,148.92000000000002,3,2,2,1,1,25500000,171233,坡道平面,0.0,0,83.44,4.77,9.63,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,111,95,16,1,0,0,0,107.12,0.0,593000,25.077457,121.6205772,1,7,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,18,1,0
文山區,房地(土地+建物)+車位,臺北市文山區育英街８３號七樓,14.66,住,1110717,7,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100120,84.01,1,1,1,1,1,16000000,258560,機械車位,27.35,1350000,28.99,1.32,8.36,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,111,110,1,0,0,1,0,107.12,0.0,579000,24.9910934,121.5390569,1,8,1,0,1,1,1,6,1,8,1,1,1,0,1,3,1,2,1,75,1,15
文山區,房地(土地+建物),臺北市文山區木柵路二段１０９巷１００弄６４之１號十樓,40.1,住,1110702,10,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850925,66.59,2,1,1,1,1,10480000,157381,無車位,0.0,0,46.78,0.0,5.35,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,111,85,26,1,0,0,0,107.12,0.0,579000,24.9927885,121.561954,1,19,1,0,1,2,1,2,1,13,1,1,1,0,1,2,1,2,1,56,1,11
